timestamp,status,ear,mar,source,ml_confidence,snapshot_path
2026-07-30T12:34:03,HEAD_DROP,0.2125,0.0,ML,0.5238,/Users/mac/Desktop/drowsiness_detector/logs/snapshots/HEAD_DROP_20260730_123403_593740.jpg
2026-07-30T12:34:04,AWAKE,0.2822,0.0172,ML,0.9528,
2026-08-03T18:35:41,AWAKE,0.1913,0.0255,ML,0.3619,
2026-08-03T18:35:42,AWAKE,0.3134,0.0188,ML,0.9548,
2026-08-03T18:35:43,AWAKE,0.227,0.0,ML,0.5074,
2026-08-03T18:35:44,AWAKE,0.1933,0.0185,ML,0.3989,
2026-08-03T18:35:45,AWAKE,0.1672,0.0,ML,0.5102,
2026-08-03T18:35:46,AWAKE,0.2173,0.0,ML,0.5066,
2026-08-03T18:35:47,AWAKE,0.1459,0.0,ML,0.4743,
2026-08-03T18:35:48,AWAKE,0.1751,0.0,ML,0.3729,
2026-08-03T18:35:48,NO_FACE,0.0,0.0,RULE,0.0,
2026-08-03T18:35:49,AWAKE,0.1855,0.0161,ML,0.5269,
2026-08-03T18:35:50,AWAKE,0.2668,0.0,ML,0.8024,
2026-08-03T18:35:51,AWAKE,0.2371,0.0,ML,0.4335,
2026-08-03T18:35:51,HEAD_DROP,0.2463,0.0,ML,0.457,/Users/mac/Desktop/drowsiness_detector/logs/snapshots/HEAD_DROP_20260803_183551_260489.jpg
2026-08-03T18:35:52,AWAKE,0.2708,0.0161,ML,0.813,
2026-08-03T18:35:53,AWAKE,0.1055,0.0,ML,0.7377,
2026-08-03T18:35:54,AWAKE,0.1546,0.0,ML,0.5338,
2026-08-03T18:35:55,AWAKE,0.1015,0.0164,ML,0.7715,
2026-08-03T18:35:56,AWAKE,0.1124,0.0,ML,0.7101,
2026-08-03T18:35:57,AWAKE,0.121,0.0161,ML,0.7709,
2026-08-03T18:35:58,AWAKE,0.2704,0.0,ML,0.7772,
2026-08-03T18:35:59,AWAKE,0.213,0.1733,ML,0.3871,
2026-08-03T18:36:00,NO_FACE,0.0,0.0,RULE,0.0,
2026-08-03T18:36:00,AWAKE,0.4341,0.0557,ML,0.7791,
2026-08-03T18:36:01,NO_FACE,0.0,0.0,RULE,0.0,
2026-08-03T18:36:01,AWAKE,0.2924,0.025,ML,0.9764,
2026-08-03T18:36:02,AWAKE,0.2876,0.0836,ML,0.974,
2026-08-03T18:36:03,AWAKE,0.146,0.0217,ML,0.5094,
2026-08-03T18:36:03,NO_FACE,0.0,0.0,RULE,0.0,
2026-08-03T18:36:03,AWAKE,0.2662,0.0688,ML,0.8669,
2026-08-03T18:36:04,AWAKE,0.3013,0.0454,ML,0.9375,
2026-08-03T18:36:05,AWAKE,0.2351,0.0,ML,0.4427,
2026-08-03T18:36:06,AWAKE,0.2598,0.0227,ML,0.6071,
2026-08-03T18:36:12,AWAKE,0.2547,0.0,ML,0.7449,
2026-08-03T18:36:13,NO_FACE,0.0,0.0,RULE,0.0,
2026-08-03T18:36:14,NO_FACE,0.0,0.0,RULE,0.0,
2026-08-03T18:36:14,AWAKE,0.2931,0.0,ML,0.7346,
2026-08-03T18:36:15,AWAKE,0.2846,0.021,ML,0.9338,
2026-08-03T18:36:16,NO_FACE,0.0,0.0,RULE,0.0,
2026-08-03T18:36:16,AWAKE,0.3645,0.0247,ML,0.86,
2026-08-03T18:36:17,AWAKE,0.1713,0.0,ML,0.4007,
2026-08-03T18:36:18,AWAKE,0.1386,0.0475,ML,0.5749,
2026-08-03T18:36:19,AWAKE,0.108,0.0,ML,0.7217,
2026-08-03T18:36:20,AWAKE,0.1073,0.0,ML,0.738,
2026-08-03T18:36:21,AWAKE,0.1835,0.0,ML,0.3325,
2026-08-03T18:36:22,NO_FACE,0.0,0.0,RULE,0.0,
2026-08-03T18:36:22,AWAKE,0.3863,0.0,ML,0.6871,
2026-08-03T18:36:23,AWAKE,0.2363,0.0267,ML,0.6612,
2026-08-03T18:36:26,AWAKE,0.2783,0.0182,ML,0.9621,
2026-08-03T18:36:27,AWAKE,0.2597,0.0243,ML,0.6333,
2026-08-03T18:36:28,AWAKE,0.2932,0.0256,ML,0.9662,
2026-08-03T18:36:29,AWAKE,0.2955,0.0207,ML,0.9302,
2026-08-03T18:36:30,AWAKE,0.2478,0.0297,ML,0.5183,
2026-08-03T18:36:31,AWAKE,0.2323,0.0184,ML,0.5308,
2026-08-03T18:36:33,AWAKE,0.2258,0.0,ML,0.5048,
2026-08-03T18:36:33,NO_FACE,0.0,0.0,RULE,0.0,
2026-08-03T18:36:33,AWAKE,0.2398,0.0,ML,0.4525,
2026-08-03T18:36:33,NO_FACE,0.0,0.0,RULE,0.0,
2026-08-03T18:36:33,AWAKE,0.2125,0.0367,ML,0.7481,
